"Link","Affiliations","Publisher","Abbreviated Source Title"
"https://www.scopus.com/pages/publications/105042889875?origin=resultslist","LSIB Laboratory, FST Mohammedia, Hassan II University of Casablanca, Morocco; EEIS Laboratory, ENSET Mohammedia, Hassan II University of Casablanca, Morocco; LAMSAD Laboratory, ENSA Berrechid, Hassan I University of Settat, Morocco; GE Renewable Energy, Palo Alto, CA, United States; Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, India","Elsevier Ltd","Energy Rep."
"https://www.scopus.com/pages/publications/105038157044?origin=resultslist","Department of Electrical Engineering, Net Zero Transition and Sustainability Center, Chung Yuan Christian University, Taoyuan, 32023, Taiwan","Elsevier Ltd","Expert Sys Appl"
"https://www.scopus.com/pages/publications/105047548944?origin=resultslist","Department of Guangxi Key Laboratory of Power System Optimization and Energy Technology, Guangxi University, Daxue East Road, Guangxi, Nanning, 530004, China; School of Economics and Management, Guangxi Vocational University of Agriculture, Daxue East Road, Guangxi, Nanning, 530004, China; School of Electrical Engineering, Guangxi University, Daxue East Road, Guangxi, Nanning, 530004, China","Springer Nature","Discov. appl. sci."
"https://www.scopus.com/pages/publications/105034104126?origin=resultslist","Tsinghua University, Tsinghua Shenzhen International Graduate School, Shenzhen, 518055, China; Tsinghua University, Department of Electrical Engineering, Beijing, 100084, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Smart Grid"
"https://www.scopus.com/pages/publications/105041103617?origin=resultslist","Laboratory of Electrical Engineering Constantine LGEC, Department of Electrical Engineering, Brothres Mentouri Constantine 1 University, Constantine, 25000, Algeria; Center for Research on Microgrids, Energy Department, Aalborg University, Aalborg, 9220, Denmark; LITE Laboratory, Department of Transport Engineering, Brothres Mentouri Constantine 1 University, Constantine, 25000, Algeria; Laboratory of Electrical Engineering Constantine LGEC, Department of Electrical Engineering, 20 August 1955 Skikda University, Skikda, 21000, Algeria","Elsevier Ltd","Comput Electr Eng"
"https://www.scopus.com/pages/publications/105044147277?origin=resultslist","University Polytechnic, Faculty of Engineering and Technology, Jamia Millia Islamia, New Delhi, 110025, India; Department of Electrical and Electronics Engineering, CVR College of Engineering, Hyderabad, 501510, India","Elsevier B.V.","Next. Energy."
"https://www.scopus.com/pages/publications/105048575614?origin=resultslist","Department of Bioinformatics, Pondicherry University, India","Bon View Publishing Pte Ltd","Medinformatics"
"https://www.scopus.com/pages/publications/105044494141?origin=resultslist","Institute of Systems Science, Huaqiao University, Xiamen, 361021, China; College of Information Science and Engineering, Huaqiao University, Xiamen, 361021, China","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105046961170?origin=resultslist","Sanya Science and Education Innovation Park, Wuhan University of Technology, Sanya, 572000, China; School of Navigation, Wuhan University of Technology, Wuhan, 430063, China; Department of Telecommunications and Systems Engineering, Autonomous University of Barcelona, Sabadell, 08202, Spain; State Key Laboratory of Maritime Technology and Safety, Wuhan University of Technology, Wuhan, 430063, China","Elsevier Ltd","Reliab Eng Syst Saf"
"https://www.scopus.com/pages/publications/105031591621?origin=resultslist","School of Mathematics and Information Science, North Minzu University, Yinchuan, 750021, China","Elsevier B.V.","J. Comput. Appl. Math."
"https://www.scopus.com/pages/publications/105043653992?origin=resultslist","Department of Energy, Aalborg University, Aalborg, 9220, Denmark; Department of Electrical Sustainable Energy, Delft University of Technology, Delft, 2600 AA, Netherlands; Department of Electronic and Electrical Engineering, University of Bath, Bath, BA2 7AY, United Kingdom","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans Power Electron"
"https://www.scopus.com/pages/publications/105044413659?origin=resultslist","School of Data Science, The Chinese University of Hong Kong, Shenzhen (CUHK-Shenzhen), Shenzhen, China; Department of Architecture and Civil Engineering, Chalmers University of Technology, Gothenburg, Sweden","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105026874228?origin=resultslist","Department of Electrical Engineering, Faculty of Engineering, Lorestan University, Khorramabad, Iran; Department of Computer Engineering, Faculty of Engineering, Lorestan University, Khorramabad, Iran","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105049060766?origin=resultslist","College of Electrical Engineering, Sichuan University, Chengdu, 610065, China; State Grid Jiujiang Electric Power Supply Company, Jiujiang, 332000, China","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105048802659?origin=resultslist","School of Electrical and Power Engineering, Hohai University, Nanjing, 211100, China; State Key Laboratory of Smart Power Distribution Equipment and System, Tianjin University, Tianjin, 300072, China","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/105038917857?origin=resultslist","School of Automotive Studies, Tongji University, Shanghai, 201804, China; College of Biomedical Engineering, Fudan University, Shanghai, 200433, China; Department of Automation, Shanghai Jiaotong University, Shanghai, 200240, China; School of Intelligent Engineering, Shaoxing University, Shaoxing, 312000, China; Shanghai Motor Vehicle Inspection Certification & Tech Innovation Center Co. Ltd., Shanghai, 201805, China","Elsevier Ltd","Energy"
"https://www.scopus.com/pages/publications/105045436066?origin=resultslist","Department of Naval Architecture and Ocean Engineering, Pusan National University, Busan, South Korea; Department of Naval Architecture, Ocean and Marine Engineering, University of Strathclyde, Glasgow, United Kingdom; Department of Civil, Environmental and Ocean Engineering, Stevens Institute of Technology, Hoboken, NJ, United States; Department of Marine System Engineering, Osaka Metropolitan University, Sakai, Osaka, Japan; Department of Maritime and Transport Technology, Delft University of Technology, South Holland, Delft, Netherlands; State Key Laboratory of Ocean Engineering, School of Ocean and Civil Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Naval Architecture and Ocean Engineering, Polytechnic School, University of São Paulo, São Paulo, Brazil; SINTEF Ocean, Department of Energy and Transport, Trondheim, Norway; School of Naval Architecture, Dalian University of Technology, Liaoning, Dalian, China","Elsevier Ltd","Ocean Eng."
"https://www.scopus.com/pages/publications/105049047564?origin=resultslist","Guangxi Key Laboratory of Brain-inspired Computing and Intelligent Chips, School of Electronic and Information Engineering, Guangxi Normal University, Guilin, 541004, China; Key Laboratory of Nonlinear Circuits and Optical Communications (Guangxi Normal University), Education Department of Guangxi Zhuang Autonomous Region, Guilin, 541004, China; School of Artificial Intelligence, Guangxi Minzu University, Nanning, 530000, China; Faculty of Science, Engineering and Built Environment, Deakin University, Geelong, Australia","Elsevier B.V.","Knowl Based Syst"
"https://www.scopus.com/pages/publications/105044414742?origin=resultslist","Department of Computer Science and Electrical Engineering, Tarleton State University, TX, United States; Department of Electrical and Computer Engineering, Texas A&M University, College Station, United States; Department of Electrical and Computer Engineering, Texas A&M University at Qatar, Doha, Qatar","Elsevier Ltd","Sustain. Energy Grids Netw."
"https://www.scopus.com/pages/publications/105038752160?origin=resultslist","Department of Electrical and Electronics Engineering, Karpaga Vinayaga College of Engineering and Technology, Tamil Nadu, Chengalpattu, 603308, India; Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Nagercoil Campus, Tamil Nadu, India; Department of Electrical and Electronics Engineering, KIT - Kalaignarkarunanidhi Institute of Technology, Tamil Nadu, Coimbatore, 641402, India; Department of Electrical and Electronics Engineering, DMI Engineering College, Tamil Nadu, Aralvaimozhi, 629305, India","Elsevier Inc.","Sustainable Computing: Informatics and Systems"
"https://www.scopus.com/pages/publications/105039785974?origin=resultslist","Department of Electrical Engineering, SVNIT, Surat, India","Elsevier Ltd","Renewable Sustainable Energy Rev"
"https://www.scopus.com/pages/publications/105048162727?origin=resultslist","School of Finance, Guangdong University of Finance & Economics, Guangzhou, China; Guangdong University of Education, Guangzhou, China","Springer Nature","J. Eng. Appl. Sci."
"https://www.scopus.com/pages/publications/105048604790?origin=resultslist","School of Electrical and Information Engineering, Tianjin University, Tianjin, 300072, China; The International Joint Institute of Tianjin University, Fuzhou, Tianjin University, Tianjin, 300072, China; School of Electrical Engineering and Electronic Information, Xihua University, Sichuan, Chengdu, 610039, China; School of Electrical and Automation Engineering, East China Jiaotong University, Jiangxi, Nanchang, 330013, China; School of Electrical Engineering and Automation, Hefei University of Technology, Anhui, Hefei, 230009, China","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/105030445317?origin=resultslist","School of State Grid Gansu Electric Power Company Zhangye Power Supply Company, Zhangye, 734000, China","Springer Nature","Energy. Inform."
"https://www.scopus.com/pages/publications/105034018439?origin=resultslist","Division of Decision and Control Systems, Department of Intelligent Systems, KTH Royal Institute of Technology, Malvinas väg 10, Stockholm, 100-44, Sweden; Hitachi Energy Research, Västerås, Sweden","Springer Science and Business Media Deutschland GmbH","Adv. Contin. Discret. Model."
"https://www.scopus.com/pages/publications/105039559830?origin=resultslist","State Key Laboratory of Alternate Electrical Power System with Renewable Energy Sources, School of Control and Computer Engineering, North China Electric Power University, Beijing, 102206, China; NOVA Information Management School, Nova University of Lisbon, Lisbon, Portugal; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China","Elsevier Ltd","Energy Build."
"https://www.scopus.com/pages/publications/105037666827?origin=resultslist","Department of Electronics and Communication Engineering, Thamirabharani Engineering College, Tamil nadu, Tirunelveli, 627358, India; Department of Electronics and Communication Engineering, Periyar Maniammai Institute of Science & Technology, Vallam, Tamilnadu, Thanjavur, 613403, India; Department of Electronics and Communication Engineering, R.M.D Engineering College, Kavarapettai, Tamilnadu, Chennai, 601206, India; Artificial Intelligence College, Yunnan Technology and Business University, Yunnan, Kunming, 315500, China","Elsevier Inc.","Sustainable Computing: Informatics and Systems"
