"Link","Affiliations","Publisher","Abbreviated Source Title"
"https://www.scopus.com/pages/publications/86000021738?origin=resultslist","Satie, Ens Rennes, Cnrs, Bruz, France; Rte, Paris, France; Rte, R&d Department, Paris, France","Institute of Electrical and Electronics Engineers Inc.","IEEE PES Innov. Smart Grid Technol. Europe, ISGT EUROPE"
"https://www.scopus.com/pages/publications/105004660043?origin=resultslist","Department of Architecture, Sepehr Daneshe Moaser Institute of Higher Education, Isfahan, Iran; School of New Technologies, Iran University of Science & Technology, Tehran, Iran; Energy and Environment Research Center, Shahrekord Branch, Islamic Azad University, Shahrekord, Iran","John Wiley and Sons Ltd","Int. J. Photoenergy"
"https://www.scopus.com/pages/publications/85184308210?origin=resultslist","Nanjing University of Posts and Telecommunications, School of Computer Science, Nanjing, 210023, China; Nanjing University, State Key Laboratory for Novel Software Technology, Nanjing, 210023, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Mob. Comput."
"https://www.scopus.com/pages/publications/85168708842?origin=resultslist","South China University of Technology, School of Electric Power Engineering, Guangzhou, 510640, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Syst. J."
"https://www.scopus.com/pages/publications/85215087036?origin=resultslist","Universiti Teknologi Mara Shah Alam, College of Engineering, School of Electrical Engineering, Selangor, Malaysia; Universiti Teknologi MARA, Faculty of Business Management, Kampus Raub Cawangan Pahang, Malaysia; Universiti Tenaga Nasional, College of Engineering / Institute of Power Engineering, Selangor, Kajang, Malaysia","Institute of Electrical and Electronics Engineers Inc.","Int. Conf. Sys. Eng. Technol., ICSET - Proceeding"
"https://www.scopus.com/pages/publications/105001920773?origin=resultslist","Department of EEE, Karpagam College of Engineering, Tamilnadu, India","Institute of Electrical and Electronics Engineers Inc.","IEEE Int. Conf. IoT, Commun. Autom. Technol., ICICAT"
"https://www.scopus.com/pages/publications/85198955635?origin=resultslist","Department of Electrical Engineering, Galgotias College of Engineering and Technology (GCET), Gautam Buddha Nagar, Uttar Pradesh, Greater Noida, India; NPTI, Haryana, Faridabad, India; National Power Training Institute (NPTI), India; THDC IHET, Tehri, India","CRC Press","Load Frequency Control of Microgrids"
"https://www.scopus.com/pages/publications/85203873252?origin=resultslist","Northeastern University, College of Information Science and Engineering, Liaoning, Shenyang, 110004, China; Northeastern University, Foshan Graduate School of Innovation, Guangdong, Foshan, 528311, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Syst. J."
"https://www.scopus.com/pages/publications/85195363302?origin=resultslist","Princess Nourah Bint Abdulrahman University, College of Computer and Information Sciences, Department of Information Technology, P.O. Box 84428, Riyadh, 11671, Saudi Arabia; Northern Border University, College of Science and Arts in Turaif, Department of Computers and Information Technologies, Arar, 91431, Saudi Arabia; Majmaah University, College of Computer and Information Sciences, Department of Information Systems, Al Majma'ah, 11952, Saudi Arabia; University of Bisha, College of Computing and Information Technology, Department of Computer Science and Artificial Intelligence, Bisha, 67714, Saudi Arabia; Southeast University, School of Electrical Engineering, Nanjing, 210096, China; Shaqra University, College of Science and Human Studies-Dawadmi, Department of Computer Science, Riyadh, Shaqra, 11911, Saudi Arabia; University of Business and Technology, College of Engineering, Jeddah, 21432, Saudi Arabia; Alexandria University, Engineering Mathematics Department, Alexandria, 11432, Egypt","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85184456682?origin=resultslist","Electrical and Electronics Engineering Department, Gazi University, Faculty of Technology, Ankara, Turkey","Taylor and Francis Ltd.","Electr. Power Comp. Syst."
"https://www.scopus.com/pages/publications/85165379509?origin=resultslist","School of Automation, Banasthali Vidyapith, Rajasthan, India; Government Polytechnic College Tonk Rajasthan, Government of Rajasthan, Bor Khandi Khurd, India","Taylor and Francis Ltd.","Electr. Power Comp. Syst."
"https://www.scopus.com/pages/publications/85200248775?origin=resultslist","Economic and Technological Research, Institute of State Grid Fujian Electric Power Co. Ltd., Fuzhou, China; School of Electrical Engineering and Automation, Harbin Institute of Technology, Harbin, China","Institute of Electrical and Electronics Engineers Inc.","Proc. IEEE Int. Electr. Energy Conf., CIEEC"
"https://www.scopus.com/pages/publications/85215543322?origin=resultslist","Université de Tunis El Manar, Ecole National d'Ingénieur de Tunis, LR11ES15 Laboratoire des Systèmes Electrique, Tunis, 1002, Tunisia; Laboratory of Research in Industrial Eco-Innovation and Energetic (LR2E6Lab), Quartz-Lab, Ecole Supérieure d'Ingénieurs ECAM-EPMI, 13 Bd de l'Hautil, Cergy -Pontoise, 95092, France","Institute of Electrical and Electronics Engineers Inc.","IEEE Int. Conf. Artif. Intell. Green Energy, ICAIGE"
"https://www.scopus.com/pages/publications/85174744835?origin=resultslist","School of Economics and Management, Beijing University of Chemical Technology, Beijing, 100029, China; Business School, Sichuan University, Chengdu, 610065, China; School of Business, Shenzhen Institute of Technology, Shenzhen, 518116, China; School of Management, Lanzhou University, Lanzhou, 730000, China; School of Management, Zhengzhou University, Zhengzhou, 450001, China","Elsevier Ltd","Renew. Energy"
"https://www.scopus.com/pages/publications/85189942013?origin=resultslist","Texas A&m University, College Station, TX, United States; Sandia National Laboratories, Albuquerque, NM, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Tex. Power Energy Conf., TPEC"
"https://www.scopus.com/pages/publications/85192049227?origin=resultslist","ECE Department, NITTTR, Panjab University, Chandigarh, India","World Scientific and Engineering Academy and Society","WSEAS Trans. Biol. Biomed."
"https://www.scopus.com/pages/publications/105007436499?origin=resultslist","Department of Electrical Engineering, S.V. National Institute of Engineering, Surat, India","Institute of Electrical and Electronics Engineers Inc.","Proc. Natl. Power Syst. Conf.: Achiev. Decarbonized, Digit. Energy Electr. Transp. Syst., NPSC"
"https://www.scopus.com/pages/publications/105010352823?origin=resultslist","Potsdam Institute for Climate Impact Research, Potsdam, 14473, Germany","American Physical Society","PRX Energy"
"https://www.scopus.com/pages/publications/85192149151?origin=resultslist","Faculty of Science and Technology, University Abdelmalek, Al Hoceima, Essaadi, Tetouan, Morocco; ISISA, Abdelmalek Essaadi University, FS, Tetouan, Morocco","Springer Nature","Adv. Sci. Tech. Inno."
"https://www.scopus.com/pages/publications/85200211563?origin=resultslist","Università Degli Studi di Brescia, Department of Information Engineering, Brescia, 25121, Italy; Institute for Statistical Studies and Economics of Knowledge, Hse University, Moscow, 101000, Russian Federation; Voronezh State Technical University, Department of Automated and Computing Systems, Voronezh, 394000, Russian Federation; Politecnico di Milano, Energy Department, Milan, 20156, Italy","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85206570850?origin=resultslist","State Grid of China Technology College, Shandong, Jinan, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Int. Conf. Data Sci. Netw. Secur., ICDSNS"
"https://www.scopus.com/pages/publications/85185374349?origin=resultslist","Kumoh National Institute of Technology, Networked Systems Laboratory, Department of It Convergence Engineering, Gumi, 39177, South Korea","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85146304686?origin=resultslist","Institute of Structural Analysis & Antiseismic Research, School of Civil Engineering, National Technical University of Athens, 9, Heroon Polytechniou Str., Zografou Campus, Athens, 15780, Greece; Department of Civil, Environmental and Geomatic Engineering, ETH Zurich, Stefano-Franscini-Platz 5, Zurich, 8093, Switzerland","Springer","Optim. Eng."
"https://www.scopus.com/pages/publications/85192288071?origin=resultslist","Dept. of Electrical and Electronics, Engineering University of Visvesvaraya College of Engineering, Bangalore University, Karnataka, Bengaluru, India; Dept. of Electrical and Electronics, Engineering University of Visvesvaraya College of Engineering, Bangalore University & C.I.T, Gubbi, Karnataka, Bengaluru, India","CRC Press","Distributed Energy Resources and Electric Vehicle Analysis and Optimisation of Netw. Operations"
"https://www.scopus.com/pages/publications/86000032977?origin=resultslist","Sona College of Technology, Department of Electrical and Electronics Engineering, Salem, India","Institute of Electrical and Electronics Engineers Inc.","Int. Conf. Comput. Charact. Techniques Eng. Sci., IC3TES"
"https://www.scopus.com/pages/publications/85203966596?origin=resultslist","Department of Power Supply, S.Seifullin Kazakh Agrotechnical Research University, Zhenis ave., 62, Astana, 010011, Kazakhstan","Technology Center","East. Eur. J. Enterp. Technol."
"https://www.scopus.com/pages/publications/85208816667?origin=resultslist","Yiwu Power Supply Company, State Grid Zhejiang Electric Power Co., Ltd., Yiwu, China","Institute of Physics","J. Phys. Conf. Ser."
"https://www.scopus.com/pages/publications/85159646378?origin=resultslist","University of California, Department of Electrical and Computer Engineering, Riverside, 92521, CA, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Smart Grid"
"https://www.scopus.com/pages/publications/85162856280?origin=resultslist","University of Tulsa, Department of Computer Science, Tulsa, 74104, OK, United States; Southern Methodist University, Department of Electrical and Computer Engineering, Dallas, 75275, TX, United States; Illinois Institute of Technology, Department of Electrical and Computer Engineering (ECE), Chicago, 60616, IL, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Neural Networks Learn. Sys."
"https://www.scopus.com/pages/publications/85186187694?origin=resultslist","Key Laboratory of Modern Power System Simulation and Control & Renewable Energy Technology, Ministry of Education (Northeast Electric Power University), Jilin, 132012, China; Siping Suburban Power Supply Company, State Grid Jilin Electric Power Co., Ltd., Siping, 136000, China","Tech Science Press","Energy Eng"
"https://www.scopus.com/pages/publications/85207324209?origin=resultslist","Universiti Teknologi Malaysia, Faculty of Electrical Engineering, Johor Bahru, Skudai, 81310, Malaysia; Ain Shams University, Faculty of Engineering, Department of Mechatronics, Cairo, 11566, Egypt; King Saud University, College of Engineering, Department of Industrial Engineering, Riyadh, 11421, Saudi Arabia; Jiangsu University, School of Energy and Power Engineering, Zhenjiang, 212013, China; The Islamia University of Bahawalpur (IUB), Department of Electrical Engineering, Southern Punjab, Bahawalpur, 63100, Pakistan","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85186962801?origin=resultslist","Carleton University, Department of Electronics, Ottawa, K1S5B6, ON, Canada; McGill University, Department of Electrical and Computer Engineering, Montreal, H3A0G4, QC, Canada; Laval University, Electrical and Computer Science Engineering Department, Quebec, G1V0A6, QC, Canada","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans Power Syst"
"https://www.scopus.com/pages/publications/85205021481?origin=resultslist","Cambridge Institute of Technology Ranchi, Ranchi, India; National Institute of Technology, Patna, India","Bentham Science Publishers","Recent Adv. Electr. Electron. Eng."
"https://www.scopus.com/pages/publications/85186640050?origin=resultslist","Laboratoire de Génie Électrique de Guelma (LGEG), Département de Génie Electrotechnique et Automatique, Université 8 Mai 1945, B.P.401, Guelma, 24000, Algeria; University of m'Sila, Electrical Engineering Laboratory, Electrical Engineering Department, Algeria; Institut de Recherche en Énergie Électrique de Nantes Atlantique, IREENA, Nantes Université, Saint-Nazaire, 44600, France; Department of Electrical Engineering, College of Engineering in Wadi Alddawasir, Prince Sattam Bin Abdulaziz University, Saudi Arabia; Science Engineer Laboratory for Energy, National School of Applied Sciences, Chouaib Doukkali University of El Jadida, El Jadida, Morocco","Wiley-Hindawi","Int. J. Energy Res."
"https://www.scopus.com/pages/publications/85189453058?origin=resultslist","African Center of Excellence Energy for Sustainable Development, College of Science and Technology, University of Rwanda, ACEESD, CST-UR, Po Box 3900, Kigali, Rwanda; Electrical and Electronics Engineering Department, Imperial College London, United Kingdom; Department of Electrical Engineering, Universitat Politecnica de Catalunya, Spain","AIMS Press","AIMS Energy"
"https://www.scopus.com/pages/publications/85176107279?origin=resultslist","School of Automation, Hangzhou Dianzi University, Hangzhou, 310018, China; College of Electrical Engineering, Zhejiang University, Hangzhou, 310027, China","Elsevier Ltd","Energy"
"https://www.scopus.com/pages/publications/85196640692?origin=resultslist","Fuzhou University, College of Advanced Manufacturing, Jinjiang, China; Institute of Energy, Peking University, Beijing, China; Peking University Ordos Research Institute of Energy, Beijing, China; Fuzhou University, College of Physics And Information Engineering, Fuzhou, China; China Gas Association Distributed Energy Committee, Beijing, China","Institute of Electrical and Electronics Engineers Inc.","Asia Energy Electr. Eng. Symp., AEEES"
"https://www.scopus.com/pages/publications/85196372303?origin=resultslist","School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Hubei, Wuhan, China; School of Electrical Engineering, Northeast Electric Power University, Jilin, China","Springer Science and Business Media Deutschland GmbH","Power Systems"
"https://www.scopus.com/pages/publications/85173167446?origin=resultslist","Department of Management Information Systems, Pamukkale University, Denizli, Turkey","Elsevier B.V.","Internet. Thing."
"https://www.scopus.com/pages/publications/85214530298?origin=resultslist","School of Electrical Engineering, Chongqing University, Chongqing, China; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore","Institute of Electrical and Electronics Engineers Inc.","IEEE IAS Ind. Commer. Power Syst. Asia, I CPS Asia"
"https://www.scopus.com/pages/publications/85212125117?origin=resultslist","Marmara University, Engineering Faculty, Electrical and Electronic Department, Istanbul, 34722, Turkey; Iraqi Ministry of Electricity/General Company of Distribution Electricity Middle, Baghdad, 33700, Iraq","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85150160499?origin=resultslist","School of Water Resources and Hydropower Engineering, North China Electric Power University, Beijing, 102206, China; Beijing Municipal Engineering Consulting Co., Ltd., Beijing, 100124, China; State Key Laboratory of Wind Power, Department of New Energy, North China Electric Power University, Beijing, 102206, China; Department of Electrical Engineering, Faculty of Engineering, Sohag University, Sohag, 82524, Egypt; Department of Electrical Engineering, University of Jaén, 23700 EPS Linares, Jaén, Spain; Department of Electrical Engineering, Faculty of Engineering, Aswan University, Aswan, 81542, Egypt","Elsevier Ltd","Energy Rep."
"https://www.scopus.com/pages/publications/85164216011?origin=resultslist","Guizhou Key Laboratory of Intelligent Technology in Power System, College of Electrical Engineering, Guizhou University, Guiyang, 550025, China; State Grid Yibin Electric Power Supply Company, Yibin, 644000, China","Elsevier Ltd","Expert Sys Appl"
"https://www.scopus.com/pages/publications/85192640197?origin=resultslist","Department of Electronics and Communication Engineering, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, India; Department of Artificial intelligence and Machine learning, Vijaya Institute of Technology for Women, Vijayawada, India","CRC Press","Healthc. Services in the Metaverse: Game Theory, AI, IoT, and Blockchain"
"https://www.scopus.com/pages/publications/85197779465?origin=resultslist","American International University-Bangladesh, Dept. of EEE, Dhaka, Bangladesh","Institute of Electrical and Electronics Engineers Inc.","Int. Conf. Adv. Electr. Electron. Eng., ICAEEE"
"https://www.scopus.com/pages/publications/85173899392?origin=resultslist","Department of Electrical Engineering, Information Technology and Cybernetics, University of South-Eastern Norway, Porsgrunn, N-3918, Norway; Department of Electrical and Electronics Engineering, Kathmandu University, Dhulikhel, 45200, Nepal","Elsevier Ltd","Int J Electr Power Energy Syst"
"https://www.scopus.com/pages/publications/85163712923?origin=resultslist","School of Electrical Engineering, Xinjiang University, Huarui Street, Xinjiang, Urumqi, 830017, China","Springer","Neural Process Letters"
"https://www.scopus.com/pages/publications/85163721673?origin=resultslist","OASYS Group, University of Malaga, Malaga, Spain; Dyson School of Design Engineering, Imperial College London, London, United Kingdom; Department of Technology, Management and Economics, Technical University of Denmark, Kgs. Lyngby, Denmark; Department of Wind and Energy Systems, Technical University of Denmark, Kgs. Lyngby, Denmark","Springer Science and Business Media Deutschland GmbH","Comput. Manage. Sci."
"https://www.scopus.com/pages/publications/85201755144?origin=resultslist","Institute for Sustainable Energy Systems, Munich University of Applied Sciences, Systems Engineering Laboratory, Munich, 80335, Germany; Institute for Sustainable Energy Systems, Munich University of Applied Sciences, Energy Storage Laboratory, Munich, 80335, Germany","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85213168280?origin=resultslist","Department of Electrical Engineering, Engineering Institute of Technology, Melbourne Campus, Melbourne, Australia; Discipline of Engineering and Energy, Murdoch University, Australia; Department of Electrical, Electronic and Communication Engineering, Pabna University of Science and Technology, Pabna, Bangladesh","Elsevier","Encyclopedia of Renew. Energy, Sustainability and the Environment: Volume 1-4"
"https://www.scopus.com/pages/publications/85199186741?origin=resultslist","Oak Ridge National Laboratory, Electrification and Energy Infrastructures Division, Grid Systems Modeling and Controls Group, Knoxville, 37932, TN, United States; University of North Carolina at Charlotte, Department of Industrial and Systems Engineering, Charlotte, 28223, NC, United States; Oak Ridge National Laboratory, Energy and Transportation Science Division, Oak Ridge, 37831, TN, United States; Pacific Northwest National Laboratory, Richland, 99354, WA, United States; Sandia National Laboratories, Electric Power System Research, Albuquerque, 87185, NM, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85187383260?origin=resultslist","ETH Zurich, Power Electronic Systems Laboratory (PES), Zurich, 8092, Switzerland","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Transp. Electrif."
"https://www.scopus.com/pages/publications/85200267103?origin=resultslist","Washington State University Tri-Cities, School of Engineering and Applied Sciences, Richland, 99354, WA, United States; Kansas State University, Mike Wiegers Department of Electrical and Computer Engineering, Manhattan, 66506, KS, United States; Henan University of Science and Technology, Department of Information Engineering, Henan, Luoyang, 471003, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85172225191?origin=resultslist","Department of Mining Engineering, Faculty of Engineering, Tarbiat Modares University, Tehran, Iran; Department of Mining Engineering, Isfahan University of Technology, Isfahan, Iran","Academic Press","Syst. Soft. Comput."
"https://www.scopus.com/pages/publications/85173864178?origin=resultslist","Key Laboratory of Image Information Processing and Intelligent Control of Education Ministry of China, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, 430074, China; China-EU Institute for Clean and Renewable Energy, Huazhong University of Science and Technology, Wuhan, 430074, China; School of Electric Power Engineering, South China University of Technology, Guangzhou, 510641, China; School of Electrical and Information Engineering, Tianjin University, Tianjin, 300072, China; Department of Data Science and Artificial Intelligence, Monash University, Melbourne, 3800, VIC, Australia","Elsevier B.V.","Knowl Based Syst"
"https://www.scopus.com/pages/publications/85170053104?origin=resultslist","Rawls College of Business, Texas Tech University, Lubbock, TX, United States; Department of Industrial and Systems Engineering, Texas A&M University, College Station, TX, United States; Instituto Tecnológico Autónomo de México, Mexico","Elsevier Ltd","Comp. Oper. Res."
"https://www.scopus.com/pages/publications/85210745310?origin=resultslist","School of Economics and Management, Henan Technical Institute, Zhengzhou, China; Department of Accounting, Universidad de Oviedo, Oviedo, Spain","PeerJ Inc.","PeerJ Comput. Sci."
"https://www.scopus.com/pages/publications/86000533953?origin=resultslist","University of California, Berkeley, Department of Mechanical Engineering, Berkeley, 94720, CA, United States; California Institute of Technology, Nasa Jet Propulsion Laboratory, Pasadena, 91109, CA, United States","Institute of Electrical and Electronics Engineers Inc.","Proc IEEE Conf Decis Control"
"https://www.scopus.com/pages/publications/85199063095?origin=resultslist","Aarhus University, Department of Electrical and Computer Engineering, Aarhus, 8200, Denmark","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85173576420?origin=resultslist","Iran Grid Management Company (IGMC), Address: Yasami st., Valiasr Ave., P.O. Box: 15175/648, Tehran, Iran","Elsevier Ltd","Eng Appl Artif Intell"
"https://www.scopus.com/pages/publications/85213301017?origin=resultslist","Universidad Católica Del Norte, Departamento de Ingeniería de Sistemas, y Computación, Antofagasta, Chile; Universidad San Sebastián, Centro de Transición Energética, Facultad de Ingeniería, Arquitectura y Diseño, Santiago, Chile; Universidad Andres Bello., Energy Transformation Center Faculty of Engineering, Santiago, Chile","Institute of Electrical and Electronics Engineers Inc.","IEEE Int. Conf. Autom./ Congr. Chil. Assoc. Autom. Control, ICA-ACCA"
"https://www.scopus.com/pages/publications/85213378157?origin=resultslist","Electric Power Science Research Institute State, Grid Hubei Electric Power Co., Ltd., Wuhan, China","IEEE Computer Society","Proc. Int. Conf. Harmonics Qual. Power, ICHQP"
"https://www.scopus.com/pages/publications/85204143817?origin=resultslist","Universiti Teknologi PETRONAS, Seri Iskandar, Electrical And Electronics Engineering, Perak, 32610, Malaysia; Cardiff Metropolitan University, Electronics And Computer Systems Engineering, Cardiff, CF5 2YB, United Kingdom; University Of Hafr Al Batin, College Of Engineering, Department Of Electrical Engineering, Hafar Al Batin, 39524, Saudi Arabia; Universiti Sains Malaysia, School Of Electrical And Electronic Engineering, Penang, Nibong Tebal, 14300, Malaysia; Kohsar University Murree, Department Of Computer Science, Punjab, Murree, 48150, Pakistan","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85188005876?origin=resultslist","Lancaster University, School of Engineering, LA1 4YW, Lancaster, United Kingdom; Northern Border University, College of Engineering, Department of Electrical Engineering, Arar, 73213, Saudi Arabia","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85173986715?origin=resultslist","School of Electrical and Information Engineering, Tianjin University, Tianjin, 300072, China; School of Electrical and Computer Engineering, Cornell University, Ithaca, 14853, NY, United States","Springer Science and Business Media Deutschland GmbH","J. Big Data"
"https://www.scopus.com/pages/publications/85176214114?origin=resultslist","American University of Science and Technology, Beirut, Lebanon; Lebanese University, Beirut, Lebanon; IRT Saint Exupéry, Toulouse, France; American University of Culture and Education, Beirut, Lebanon; IMT Atlantique, Rennes, France","Elsevier B.V.","Comput Commun"
"https://www.scopus.com/pages/publications/85198223876?origin=resultslist","Amirkabir University of Technology (Tehran Polytechnic), Department of Electrical Engineering, Tehran, Iran","Institute of Electrical and Electronics Engineers Inc.","Int. Electr. Power Distrib. Conf., EPDC"
"https://www.scopus.com/pages/publications/105001932672?origin=resultslist","Department of Electronic Engineering, Fatima Jinnah Women University, Rawalpindi, 46000, Pakistan; School of Electrical Engineering, Southeast University, Nanjing, 210096, China; Department of Electrical and Computer Engineering, International Islamic University, Islamabad, Pakistan; Future Technology Research Center, National Yunlin University of Science and Technology, 123 University Road, Section 3, Yunlin, Douliou, 64002, Taiwan; International Graduate School of Artificial Intelligence, National Yunlin University of Science and Technology, 123 University Road Section 3, Yunlin, Douliou, 64002, Taiwan; Department of Pharmacology and Toxicology, College of Pharmacy, King Saud University, Riyadh, 11451, Saudi Arabia","John Wiley and Sons Ltd","Int. J. Energy Res."
"https://www.scopus.com/pages/publications/85204767696?origin=resultslist","Guangxi University of Finance and Economics, School of Finance and Public Administration, 530003, China; Nanning Normal University, School of Economics and Management, 530007, China","Institute of Electrical and Electronics Engineers Inc.","Proc. - Int. Conf. Image Process. Capsul. Networks, ICIPCN"
"https://www.scopus.com/pages/publications/85209350962?origin=resultslist","Suzhou Power Supply Company, State Grid Jiangsu Electric Power Co., Ltd., Suzhou, China","Frontiers Media SA","Front. Energy Res."
"https://www.scopus.com/pages/publications/85174612337?origin=resultslist","College of Electrical Engineering, Zhejiang University, Hangzhou, 310027, China; School of Engineering, Cardiff University, Cardiff, CF24 3AA, United Kingdom","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/85172786551?origin=resultslist","Department of Electrical and Electronics Engineering, Sona College of Technology, Tamilnadu, Salem, India","Springer Science and Business Media Deutschland GmbH","Stud. Syst. Decis. Control"
"https://www.scopus.com/pages/publications/85203013678?origin=resultslist","Adana Alparslan Türkeş Science and Technology University, Department of Electrical and Electronic Engineering, Adana, Turkey; Adana Alparslan Türkeş Science and Technology University, Department of Artificial Intelligence Engineering, Adana, Turkey","Institute of Electrical and Electronics Engineers Inc.","Int. Youth Conf. Energy, IYCE"
"https://www.scopus.com/pages/publications/85194303390?origin=resultslist","Purdue University, West Lafayette, 47907, IN, United States; California Institute of Technology, Pasadena, 91125, CA, United States","INFORMS Inst.for Operations Res.and the Management Sciences","Math Oper Res"
"https://www.scopus.com/pages/publications/105000203816?origin=resultslist","Electrical Engineering Department, Urmia University, Urmia, Iran","University of Mohaghegh Ardabili, Faculty of Electrical Engineering","J. Oper. Auto. Power Eng."
"https://www.scopus.com/pages/publications/85187292557?origin=resultslist","Beijing University of Posts and Telecommunications, Department of Computer Science and Technology, Beijing, 100876, China; Ministry of Education, Key Laboratory of Trustworthy Distributed Computing and Service, Beijing, 100876, China; New Jersey Institute of Technology, Department of Electrical and Computer Engineering, Newark, 07102, NJ, United States; Beijing University of Posts and Telecommunications, School of Science, Beijing, 100876, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Intell. Transp. Syst."
"https://www.scopus.com/pages/publications/105018880631?origin=resultslist","Nanyang Technological University, Singapore, 639798, Singapore; Motilal Nehru National Institute of Technology Allahabad, Department of Electrical Engineering, Prayagraj, 211004, India","Institute of Electrical and Electronics Engineers Inc.","IEEE. J. Emerg. Sel. Top. Ind. Electron."
"https://www.scopus.com/pages/publications/85218417891?origin=resultslist","K.S.Rangasamy College of Technology, Tiruchengode, 637215, India","Institute of Electrical and Electronics Engineers Inc.","Proc. Int. Conf. Commun. Electron. Syst., ICCES"
"https://www.scopus.com/pages/publications/85172928666?origin=resultslist","Institute of Engineering & Management, West Bengal, Kolkata, India; National Institute of Technology Silchar, Assam, India; Motilal Nehru National Institute of Technology Allahabad, Prayagraj, India","Elsevier Ltd","Renew. Energy Focus"
"https://www.scopus.com/pages/publications/85178005322?origin=resultslist","Electrical Power and Machines Department, College of Engineering, Diyala University, Iraq","Elsevier Ltd","e-Prime - Adv. Elec. Eng. Elec. Energy"
"https://www.scopus.com/pages/publications/85194199504?origin=resultslist","Beijing Fibrlink Communication Co., Ltd., Fengtai District Sihezhuang Road, Beijing, 100071, China","SPIE","Proc SPIE Int Soc Opt Eng"
"https://www.scopus.com/pages/publications/85189930578?origin=resultslist","University of Louisiana, Department of Electrical and Computer Engineering, Lafayette, LA, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Tex. Power Energy Conf., TPEC"
"https://www.scopus.com/pages/publications/85163554528?origin=resultslist","Texas A&M University, Department of Electrical and Computer Engineering, College Station, 77843, TX, United States; Texas A&M University, Department of Statistics, College Station, 77843, TX, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Smart Grid"
"https://www.scopus.com/pages/publications/85210902974?origin=resultslist","Amrita Vishwa Vidyapeetham, Amrita School of Engineering, Department of Electrical and Electronics Engineering, Bengaluru, 560035, India; Amrita Vishwa Vidyapeetham, Amrita School of Computing, Department of Computer Science and Engineering, Bengaluru, 560035, India; National Institute of Technology Jamshedpur, Department of Electrical Engineering, Jharkhand, Jamshedpur, 831014, India; Norwegian University of Science and Technology, Department of ICT and Natural Sciences, Alesund, 6009, Norway","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/105040192187?origin=resultslist","Universidad Autonoma del Peru, Panamericana Sur Km. 16.3 Villa el Salvador, Lima, Peru","Institute of Electrical and Electronics Engineers Inc.","Proc. - ACIS Int. Winter Conf. Softw. Eng., Artif. Intell., Netw. Parallel/Distrib. Comput., SNPD-Winter"
"https://www.scopus.com/pages/publications/85198301164?origin=resultslist","Stevens Institute of Technology, Department of Electrical Communication Engineering, Hoboken, 07030, NJ, United States; Sichuan University, Electrical Engineering College, Chengdu, 610017, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Sustainable Energy"
"https://www.scopus.com/pages/publications/85150847060?origin=resultslist","School of Mechanical and Electrical Engineering, Xinyu University, Jiangxi, Xinyu, 338004, China","Elsevier Ltd","Energy Rep."
"https://www.scopus.com/pages/publications/85198227709?origin=resultslist","Amirkabir University of Technology, Department of Electrical Engineering, Tehran, Iran; Islamic Azad University, Najafabad Branch, Department of Electrical Engineering, Najafabad, Iran","Institute of Electrical and Electronics Engineers Inc.","Int. Conf. Technol. Energy Manag., ICTEM"
